내용,Translated 내용
"결국 1.5명, 2명 분의 일을 1명이 하는 현실에서는 불가능하다는거지. 주 5일이건 4일이건 정해진 업무량이 1명이 수행하기 벅차다면 2명을 써야 하는데 그러면 고용주 수입이 줄어드니 안해주잖아? 그런 취지로 근로시간 제한이나 각 종 수당들이 생겨난건데 취지가 무색하게 그 인원 그대로 어떻게든 이용해서 쓰려고하고 10시간에 할 일을 8시간에 끝내라는 식의 분위기가 조성되고..우리나라 중소기업 근무자도 복지 좋다는 외국가면 대기업 근로자만큼 일 잘하는 에이스가 될거야 아마도.","After all, it is impossible in the reality of 1.5 people and two people.If one person is over 5 days a week or four days a week, you have to use two people.For the purpose, there is a time limit for working hours or species allowances, but the intention is to use it as it is, and try to use it in some somehow and finish the work in 8 hours.If you go to a foreign country, you will be as good as a large company."
결혼을 못하는 2030백수가 넘쳐나닠간 ㅋㅋ 걍 지원할필요도 없다 그냥 망하면 망하는거지 되게 큰일난거 처럼 말하노. 어쩌라고,There are overflowing 2030 battles that cannot marry ㅋㅋ 걍 There is no need to support it.whatever
안바뀐다. 사람이 의식이 변하기전에는.  안변하면 나라 전체가 같이 망하는거고.,"It doesn't change.Before a person changes his consciousness.If you don't change, the whole country is ruined."
남자들이 숫사자랑 똑 같이 행동해서 애 못낳는다. ㅎ,Men act the same as a mader and can't have a baby.he
우리나라 젊은이들이 현명해서 그래요. 가정을 잘 꾸려나갈 능력과 마인드를 가진 젊은이들은 알아서 결혼하더이다. 사랑 하나 영원하리라 착각하는 젊은이도 적고. 결국 좋은 인자가 남아서 우리나라를 1당 10 정도로 잘 이끌어나갈 것이라 봅니다.,"Korean young people are wise.Young people with the ability and mind to build their families were married.There are few young people who are mistaken for love but forever.In the end, there will be a good factor and we will lead our country to about 10 per day."
노동유연성이 없는 한국은 언제쯤 변할지... 강성노조가 있는한 더 늦어지겠지... 모두가 정규직을 원하고 강성노조는 정년 &  임금인상으로 또 파업하는데.... 어느기업이 제대로 버틸까??? 경쟁력잃어가는 것도 한순간.... 좀 멀리보고 변화해야 하지만 손에 쥔 것은 절대 놓지않고 움켜지고 타인이 나라가 해결해 주기만 바라니... 보조금 많이 준다고 해결될 일이 아닌데 국가는 공무원은 제대로 파악도 못하고 있으니...,"When Korea will change without labor flexibility ... As long as there is a strong union, it will be delayed ... Everyone wants a full -time job and the strong union strikes again due to retirement & wage hikes .... Which company does it hold???It's also a moment to lose competitiveness .... I have to change a little bit far, but I don't let go of my hands, and I hope that the country will solve it ... I don't solve a lot of subsidies.I can't ..."
대한민국 모든 기업들이 내수 안하고 수출하니?? 애들이 있어야 니들 물건 사줄거 아니냐?,Are all companies in Korea?Wouldn't you have to buy them?
"바보야 아니야아… 사실 한국은 미국보다 애 키우기 좋아. 미국 거주 한국인들이 애 아기때 한국 들어와서 얼집보내고 양육수당 다 받고 키우다가 초저때 돌아가는 것만 봐도 알지. 미국이 복직하긴 백만배로 힘들어. 시터가 시간당 40불, 얼집은 월 천불이거든. 그럼 한국 출산율이 왜 저러냐고? 하나씩은 낳아. 둘을 안낳지. 왜? 둘 낳으면 둘 다 영유 보낼수도 없고 매년 해외여행도 못가. 하나만 낳아서 200만원짜리 유모차 끌고 봉쁘앙, 버버리 입혀서 왕자 공주처럼 키우는거라고오… 이런 현실을 인터뷰이들이 솔직히 말하진 않지.","It's a fool.In fact, Korea is better to raise more than the United States.I know that Koreans in the United States come to Korea when they come to Korea when they come to Korea.It's hard for the United States to reinstate.The sitter is $ 40 per hour and a monthly dollar.Then why is Korea's birth rate like that?Give one by one.It doesn't give birth to two.why?If you have both, you can't send both sources and you can't travel abroad every year.I have only one baby, dragging a 2 million won stroller, wearing Bong -jong, Burberry, and raising like a princess.The interviewers don't say this reality."
정말 개소리다..내 주변엔 여자 혼자 아이 키우는 사람 아무도 없다. 정치인과 언론이 만든 프레임이다. 출산율 높이려면 제발 오은영 프로그램들 폐지하고 남녀 편가르기 하는 정치인과 언론들 퇴출하고 긍정적인 캠페인 진행하세요. 돈 쏟아부어도 문화가 만들어지지 않으면 아무 의미 없어요.,"It's really a bullshit. There's no one who raises a woman alone around me.It is a frame created by politicians and media.To increase the birth rate, please abolish the Oh Eun -young programs and get rid of the politicians and the media who are on the side and proceed with a positive campaign.Even if you spend money, it doesn't mean anything if you don't make a culture."
여성이 원하는 방향으로 엄청나게 바뀌었는데 그들은 의무를 행하기보단 욕망을 채우기 바빴다....망할미디어는 욕심을 부추겼고 그무엇보다 존중받아야할 애엄마들은 돈 안번다는이유로 바보취급 받았다 너희같은 쓰레기 여성인권 주의자들은 악마나 다름없다,"It changed in the direction the woman wanted, and they were busy filling their desires rather than doing their duties .... Damn Media encouraged greedy, and the mothers who need to be respected more than that of the mother were treated as a fool because they didn't make money.Humanists are like devils"
그게 아님. 결혼하고싶어도 못하는 여자들 노처녀로 늙고 있기때문.결혼을 해야 애를 낳지. 남자가 아파트 들고 청혼해주길 기다리는데 그런남자가 없거든.,"That's not.Because they are old as an old woman who can't marry, they have to get married.I'm waiting for a man to hold an apartment and I don't have such a man."
"여성의 인권이 올라갈수롯 출산률은 떨어진다 페미,문재인이한건했지 저질스러운 인권 올리는데 ㅉㅉㅉ",Women's human rights are going to go up and the birth rate is falling. Femi and Moon Jae -in did one thing.
죄목이 틀렸다 기자놈아. 한국여자들이 결혼상대를 차는조건 높은 연봉.차소지여부.집소지여부.외모까지 눈높은 한국여자들은 분수도 모르고 평생 혼자사는게 답. 페미.여가부같은 정신이상자 집단이 존재.,"The crime is wrong reporter.Korean women, who are highly salary, dismissal, and appearance, are the same as Korean women who are interested in their wedding.Femi."
미출산 여성어게 병역의무를 부담하게 해서 출산 문화를 장려하는 분위기를 만들고 모자란 현역병을 채워야 한다,"It is necessary to bear the duty of military service by making a maternity culture that encourages the maternity culture, and fills the active duty of active duty."
"해결방법은 있습니다.  우선  정부와 지자체에서 지원하는 시민단체 지원금을 육아, 출산으로 지원하면 해결됩니다.  국민투표로 선택하라면 90%이상으로 지지를 얻을것입니다.  특히 여성단체에 지원하는 세금은 낭비입니다","There is a solution.First of all, it is solved by applying for childcare and childbirth for civic group subsidies supported by the government and local governments.If you choose a referendum, you will be supported by more than 90%.In particular, taxes that are applied to women's organizations are waste"
드리마 영화 SNS가 여자들의 허영심을 자극해서 망쳐놓았고 전대통령이 패미정책을 지지해서지,"The dramatic film SNS stimulated the women's vanity and ruined it, and the former president supported the Fami policy."
"여성들의 삶은 더 나아졌지 더 나빠지지 않았다.성평등실현을 목표로 더욱더 많은 돈을 써왔다.
하지만 결과는 출산율 하락이다.
결혼안하고 애안낳는여자는 못하는것이 아니라는걸 어필하고싶어서 오만핑계를 다 댄다. 그거 다 초라한 자신의
자존감을 지키기위한 방어기제다.","Women's lives have been better and not worse, and they have spent more money with the goal of prevalence of gender equality.
But the result is a decline in birth rates.
I want to appeal that I can't get married and not like a woman.That's all shabby
It is a defense mechanism to keep self -esteem."
당연히 그렇지만..여성과 남성이 다르다는 것도 중요함..남성의 한국 현실은 여성보다 더 처참할 수 있음..재력있는 부모를 두지않는한 한국은 대학입학으로 정육점 고기등급같은 계급이 결정되는 사회.. 계급 결정후 하층계급의 노력은 무기력과 포기 그리고 적당히 살기.. 자본주의라기 보다는 계급주의 사회..그 계급이 탄생으로 결정되지 않았을 뿐.. 좌파는 계급주의 사회에서 항상 강하게 권력화되기에 이런 사회를 만들어야만 했고..그래서 하층계급이 된 사람들은 돈 벌 시간조차 사회주의에 빼앗기고.. 돈을 벌지 못하는 남성..결혼 출산 가능한지,"Naturally, it is also important that women and men are different. Men's Korean reality can be more terrible than women.After the class decision, the lower class efforts are lethargy, abandonment, and moderately living. Rather than capitalism.So I did it."
